Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Toyota Camry АКПП 2021 с пробегом 9 775 км        ID
                    16115611";4 058 000                    ₽;2021;1                владелец;"до
                  09.2025";9 775 км;"3.5 л /
              249 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/toyota/camry/16115611/
"Haval F7x РКПП 2020 с пробегом 22 521 км        ID
                    16139228";2 250 080                    ₽;2020;1                владелец;"до
                  05.2024";22 521 км;"1.5 л /
              150 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/haval/f7x/16139228/
"Kia Cerato АКПП 2019 с пробегом 101 585 км        ID
                    16157412";1 442 070                    ₽;2019;1                владелец;"до
                  05.2024";101 585 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/kia/cerato/16157412/
"Nissan X-Trail CVT 2016 с пробегом 79 117 км        ID
                    16149779";1 385 160                    ₽;2016;2                владельца;"до
                  05.2024";79 117 км;"2.5 л /
              171 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/nissan/x-trail/16149779/
"Land Rover Range Rover Evoque АКПП 2013 с пробегом 120 273 км        ID
                    14164948";2 290 000                    ₽;2013;3                владельца;"до
                  03.2024";120 273 км;"2.2 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/14164948/
"Kia Sorento АКПП 2018 с пробегом 89 863 км        ID
                    16127763";2 440 278                    ₽;2018;2                владельца;"до
                  04.2023";89 863 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/kia/sorento/16127763/
"Ford Focus РКПП 2011 с пробегом 125 424 км        ID
                    12756866";685 286                    ₽;2011;2                владельца;"до
                  05.2024";125 424 км;"2.0 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/ford/focus/12756866/
"Hyundai Tucson АКПП 2020 с пробегом 25 748 км        ID
                    16049382";2 490 000                    ₽;2020;1                владелец;"до
                  11.2023";25 748 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/hyundai/tucson/16049382/
"Volvo S60 РКПП 2011 с пробегом 202 000 км        ID
                    15355794";1 000 000                    ₽;2011;5                владельцев;;202 000 км;"1.6 л /
              180 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Коричневый;https://rolf-probeg.ru/spb/cars/volvo/s60/15355794/
"Mercedes C-Класс АКПП 2018 с пробегом 79 500 км        ID
                    16143129";2 473 536                    ₽;2018;2                владельца;"до
                  05.2024";79 500 км;"1.6 л /
              150 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/mercedes/c-klasse/16143129/
"BMW 7 серии АКПП 2012 с пробегом 109 000 км        ID
                    15889508";1 791 296                    ₽;2012;5                владельцев;"до
                  05.2024";109 000 км;"3.0 л /
              258 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/bmw/7-serii/15889508/
"Volkswagen Golf РКПП 2013 с пробегом 127 871 км        ID
                    16134800";816 701                    ₽;2013;3                владельца;"до
                  04.2024";127 871 км;"1.4 л /
              122 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/volkswagen/golf/16134800/
"Haval H6 АКПП 2017 с пробегом 63 566 км        ID
                    16157033";1 419 507                    ₽;2017;2                владельца;"до
                  06.2024";63 566 км;"1.5 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/haval/h6/16157033/
"Nissan X-Trail CVT 2016 с пробегом 56 226 км        ID
                    15148170";1 598 000                    ₽;2016;2                владельца;"до
                  06.2024";56 226 км;"2.0 л /
              144 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Зеленый;https://rolf-probeg.ru/spb/cars/nissan/x-trail/15148170/
"Toyota RAV 4 CVT 2011 с пробегом 93 914 км        ID
                    16073905";1 236 750                    ₽;2011;2                владельца;"до
                  01.2024";93 914 км;"2.0 л /
              148 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/toyota/rav-4/16073905/
"BMW X6 M АКПП 2016 с пробегом 76 595 км        ID
                    16147842";4 900 000                    ₽;2016;4                владельца;;76 595 км;"4.4 л /
              575 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Голубой;https://rolf-probeg.ru/spb/cars/bmw/x6-m/16147842/
"Audi Q7 АКПП 2020 с пробегом 57 866 км        ID
                    16109119";8 596 000                    ₽;2020;2                владельца;"до
                  03.2025";57 866 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/audi/q7/16109119/
"Land Rover Range Rover Sport АКПП 2020 с пробегом 22 418 км        ID
                    15725520";10 290 000                    ₽;2020;1                владелец;"до
                  12.2023";22 418 км;"3.0 л /
              400 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-sport/15725520/
"Mitsubishi Outlander CVT 2014 с пробегом 129 635 км        ID
                    14188857";1 076 040                    ₽;2014;1                владелец;"до
                  02.2024";129 635 км;"2.0 л /
              146 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/14188857/
